college_major_category	college_major_preprocessed	college_major	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
social science	psycholog	psychology	2	1	2	3	0	1	1	1	2	2	1	3	0	0	0	3	0	3	1	3	3	1	3	3	2	2	2	4	2	1	2	1	2	1	3	1	1	2	3	3	1	1	1	0	1	3	1	2
social science	psycholog	Psychology 	0	0	0	0	0	0	0	0	4	2	2	4	3	2	4	0	0	0	0	0	0	0	0	0	3	3	4	0	4	0	2	2	0	0	0	2	2	0	0	0	0	0	0	2	2	0	0	0
social science	psycholog	psychology	3	0	0	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	2	4	4	3	4	4	4	3	0	0	0	0	3	0	2	2	0	2	0	0	2	2	0	0
social science	psycholog	psychology	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	4	4	3	4	4	4	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
social science	psycholog	psychology	2	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	1	1	0	0	1	0	0	4	3	1	2	1	3	2	1	3	1	2	1	3	2	2	1	0	1	0	0	2	1	0	0
social science	psycholog	Psychology  	2	3	0	2	0	1	1	2	2	3	2	3	0	2	0	1	1	1	3	1	2	1	3	3	4	4	4	4	4	4	4	3	1	2	1	1	0	2	1	1	3	1	2	2	3	3	2	1
social science	psycholog	psychology	3	1	0	0	0	1	1	1	4	3	2	2	2	1	2	1	0	0	2	1	0	2	1	1	3	4	4	3	4	2	3	3	1	4	0	1	2	3	1	1	1	3	0	2	2	2	1	2
social science	psycholog	PSYCHOLOGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	2	2	2	3	1	0	2	0	0	2	2	0	2	2	2	1	0	0	2	0	1	0	0	0
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	3	4	0	3	3	4	3	0	3	2	3	1	3	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0
social science	polit	Political Science	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	2	2	2	2	3	2	3	3
social science	sociolog	Sociology	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	2	4	1	4	3	4	0	2	0	1	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
social science	psycholog	psychology	1	0	1	0	1	1	1	0	2	3	2	2	2	3	2	3	0	1	1	0	3	2	1	0	3	2	3	1	3	2	3	2	0	0	1	1	0	0	1	3	2	2	1	3	1	2	1	2
social science	sociolog	Sociology	2	0	0	1	0	1	0	0	4	3	3	0	0	3	2	3	3	1	2	0	0	1	0	1	2	1	3	0	3	2	2	1	1	0	3	0	0	0	2	3	2	0	1	1	1	0	0	0
social science	psycholog	psychology	0	3	0	0	0	1	0	2	3	4	4	0	3	2	2	3	0	0	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	2	1	3	0	3	0	3	2	0	1	0	0
social science	social	social	4	0	1	2	1	1	2	1	4	3	2	3	4	1	3	1	0	4	1	0	2	1	1	2	2	1	1	4	3	2	2	2	1	1	1	0	3	1	2	1	1	1	1	2	1	1	2	1
social science	psycholog	Psychology	3	1	0	1	1	1	0	0	3	4	4	4	3	4	2	2	1	2	2	4	3	2	1	2	2	4	4	2	4	2	4	3	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1
social science	psycholog	psychology	3	3	2	2	2	3	1	1	3	3	2	2	2	3	1	1	0	0	2	0	0	1	3	1	2	3	4	2	4	3	2	2	2	1	1	0	3	1	1	3	0	2	1	1	3	1	1	1
social science	psycholog	psychology	4	2	2	2	1	3	3	2	3	3	3	3	2	2	2	1	2	4	1	1	3	3	2	1	4	4	4	4	4	3	3	4	3	3	4	2	4	3	3	3	4	4	4	4	4	2	3	4
social science	social	social science	3	2	1	4	1	4	2	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	2	4	3	4	3	2	3	4	1	4	4	4	4	2	3	4	4	4	3	2	4
social science	psycholog	Psychology	4	4	0	4	4	4	4	4	4	4	4	1	1	4	1	0	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	0	0	3	3	3	3	0	3	4	4	4	4	3	2	0	1
social science	psycholog	psychology	2	3	2	3	2	3	2	2	3	4	4	3	4	4	3	2	1	2	3	2	3	1	3	3	3	3	3	3	4	2	2	2	0	0	1	2	1	1	0	0	1	2	1	1	2	2	0	1
social science	psycholog	psychology	2	0	0	3	0	2	0	2	4	3	3	3	3	3	3	2	3	3	2	3	3	2	4	2	3	1	3	3	3	0	2	0	0	0	2	0	1	0	2	4	0	0	1	0	4	0	2	1
social science	psycholog	Psychology	1	0	0	0	0	0	0	0	2	4	3	3	1	3	1	1	3	1	2	3	3	4	1	1	3	2	4	2	4	1	2	1	1	1	1	1	1	1	1	0	0	1	1	2	0	0	0	0
social science	psycholog	psychology	2	2	1	1	1	1	1	1	3	3	3	1	3	3	3	3	1	3	3	1	1	1	1	1	3	2	2	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1
social science	psycholog	psychology	2	1	3	1	1	3	1	2	3	4	3	1	2	3	1	2	1	2	3	1	1	3	1	4	2	1	1	1	1	3	3	3	3	3	3	3	3	3	2	2	2	1	1	3	2	1	2	2
social science	psycholog	psychology	0	1	0	1	0	1	0	0	1	3	1	1	1	2	0	0	0	0	0	0	2	0	0	0	4	2	4	4	4	4	4	4	2	2	3	4	4	2	4	1	0	0	0	4	0	0	2	0
social science	psycholog	psychology	1	0	1	0	0	1	0	0	1	3	2	2	2	3	2	2	3	4	2	2	3	2	0	3	3	2	2	1	3	1	3	1	1	0	3	2	4	3	3	2	0	0	0	0	2	1	0	0
social science	psycholog	Psychology 	2	0	0	0	0	0	0	0	4	3	2	3	3	2	3	1	4	3	2	3	3	3	2	3	2	2	2	2	2	0	1	1	2	1	2	0	2	0	1	1	3	2	2	1	1	0	2	0
social science	polit	Political Science	0	0	0	0	0	1	0	0	2	1	0	0	1	1	0	1	3	4	2	4	3	4	0	0	3	0	3	2	4	1	1	0	3	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	3	2	4	2	4	0	3	3	0	0	0	0	2	0	0	0	3	0	2	3	0	0	0	2
social science	polit	political science	2	0	0	1	1	1	2	0	3	1	3	3	3	2	2	1	1	1	2	2	3	2	1	1	4	3	4	3	4	3	4	3	2	2	2	2	3	2	1	1	3	2	3	3	3	2	1	3
social science	psycholog	psychology	0	2	0	2	1	1	2	2	2	3	3	3	2	2	1	3	1	3	4	3	4	4	2	3	3	3	3	3	4	3	4	3	0	0	2	0	2	0	1	1	0	2	3	1	3	2	1	1
social science	psycholog	Psychology 	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	1	3	2	4	3	4	0	4	1	3	1	2	3	4	4	3	0	1	3	1	1	2	2	4	3	4	3	3	2	4	3	2
social science	psycholog	Psychology	1	1	1	1	1	3	2	2	3	4	3	1	3	3	2	4	2	2	2	4	3	2	2	1	4	2	3	4	4	4	3	3	1	0	3	3	1	0	1	3	2	2	1	1	3	3	1	1
social science	child develop	child development 	2	0	0	0	0	0	0	0	4	4	3	4	3	3	3	0	0	0	2	2	0	3	3	0	3	2	4	2	4	2	2	3	2	2	3	2	0	3	2	2	0	0	2	0	0	0	2	0
social science	econom	economic	3	0	1	1	1	1	1	0	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	1	1	1	3	3	1	3	3	0	1	3	1	3	1	0	1	3	3	3	4	4	3	1	1
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	4	2	3	4	3	0	3	0	2	3	1	4	4	3	2	1	4	4	4	4	4	3	3	3	0	1	3	1	3	3	2	0	0	0	0	0	0	0	0	0
social science	psycholog	psychology	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	4	3	4	2	3	2	0	2	2	0	3	1	0	2	0	1	0	0	3	3	0	1
social science	psycholog	psychology	0	3	0	1	0	3	0	0	4	4	1	4	3	3	1	0	1	4	4	4	4	1	3	4	3	4	4	1	4	0	3	3	0	1	4	0	2	3	1	0	0	3	1	0	0	0	0	0
social science	psycholog	psychology	0	2	0	0	0	1	1	0	3	3	1	3	2	1	3	1	0	1	1	0	1	0	0	1	4	4	4	0	4	3	1	0	0	1	2	0	1	2	2	3	3	3	3	3	3	3	0	3
social science	psycholog	Psychology	0	0	0	0	0	3	1	2	3	4	3	3	2	4	2	2	1	2	3	3	3	4	3	3	3	3	1	2	3	2	3	1	0	0	0	1	2	1	1	1	0	1	0	0	1	2	0	0
social science	psycholog	Psychology	2	0	1	1	1	1	0	0	3	4	4	1	3	3	1	1	4	4	2	2	2	4	0	1	4	1	2	2	2	2	3	1	0	3	1	4	1	2	3	1	1	1	1	1	1	1	3	0
social science	econom	Economics	2	3	3	3	3	2	2	2	4	3	4	3	4	4	4	2	1	2	1	1	3	3	1	2	1	4	3	2	4	2	3	3	3	2	1	1	4	2	3	2	3	2	4	4	4	3	3	4
social science	psycholog	Psychology	2	3	1	1	1	1	3	3	4	4	3	4	4	4	3	3	4	4	1	4	4	4	0	1	4	4	2	4	4	4	4	1	3	3	1	2	3	3	0	3	1	2	1	1	3	3	3	1
social science	psycholog	Psychology	2	1	1	2	0	0	0	0	2	4	3	3	4	3	4	3	1	4	3	1	3	3	2	2	1	4	2	0	2	4	4	3	1	0	2	0	1	0	0	0	1	1	3	0	4	2	0	0
social science	psycholog	psychology	2	1	0	0	0	0	0	1	0	3	1	3	0	0	0	0	0	2	3	1	1	0	3	2	2	4	4	3	3	3	2	3	3	2	3	2	3	2	3	2	2	1	2	2	0	1	1	1
social science	psycholog	Psychology	0	0	0	4	0	0	0	0	3	2	2	4	1	1	1	0	2	2	3	4	3	4	3	3	4	4	4	1	4	3	4	4	0	3	0	2	0	1	2	1	3	2	3	2	1	2	1	1
social science	psycholog	Psychology	2	1	1	2	1	1	2	2	4	2	2	3	2	2	1	1	4	3	3	4	3	2	2	3	4	4	4	4	4	2	3	2	3	3	4	4	4	3	4	3	3	3	3	4	4	3	3	4
social science	psycholog	Psychology	2	1	1	0	0	1	1	1	3	1	1	3	2	2	1	2	2	2	3	2	4	3	3	1	3	2	3	0	3	3	3	1	1	3	2	1	1	3	1	3	1	1	0	2	1	1	1	1
social science	clinic psycholog	Clinical Psychology	0	0	0	0	0	0	0	1	3	2	1	0	1	2	1	0	0	0	4	2	0	3	3	2	2	0	1	3	1	0	0	0	0	0	3	1	3	2	3	1	0	0	0	1	0	0	1	0
social science	psycholog	Psychology 	1	1	0	1	1	1	0	1	3	3	3	1	2	3	1	0	1	1	1	1	0	2	3	0	3	3	3	4	4	3	3	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	0	2
social science	econom	Econ	3	0	0	0	1	0	2	0	4	2	3	3	3	1	2	0	2	2	4	1	1	3	3	3	4	1	2	0	3	1	2	0	3	3	3	4	3	4	4	3	2	1	0	2	1	0	1	1
social science	counsel	counseling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
social science	psycholog	psychology	3	0	1	0	2	0	1	2	4	1	0	3	3	3	2	3	0	2	1	0	3	2	2	0	2	4	2	3	4	4	3	3	2	1	1	0	1	0	0	0	2	1	0	1	0	1	1	1
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	2	0	0	3	1	0	2	0	0	1	1	1	3	0	1	0	4	2	2	3	3	3	2	1	1	0	2	1	3	1	3	0	1	1	1	2	2	3	1	1
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	4	3	0	0	4	4	4	3	4	4	0	4	0	1	3	3	3	0	0	0	0	1	0	0	0	3	0	0
social science	econom	economics	2	0	0	1	0	2	0	0	0	1	1	0	1	2	1	0	0	0	2	1	2	3	0	2	1	3	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	2	0	0	0
social science	polit	political science	0	2	0	0	0	3	0	3	1	2	3	3	3	2	1	3	1	4	2	3	4	2	2	3	1	2	0	3	2	1	3	0	1	0	3	0	1	0	0	1	0	1	1	0	0	0	0	0
social science	psycholog	Psychology	3	0	2	0	1	0	1	0	2	1	2	3	2	1	3	0	0	2	2	0	0	2	0	0	3	2	3	1	3	4	2	2	2	1	3	0	4	2	0	1	3	2	3	4	1	1	3	3
social science	social	social	3	1	2	2	1	3	3	1	3	4	4	3	3	4	3	3	2	4	3	3	4	4	2	3	3	4	3	2	3	3	1	2	3	3	3	1	3	3	1	2	2	3	1	2	1	2	1	2
social science	psycholog	Psychology	0	1	0	2	1	2	1	2	2	3	3	4	2	1	1	0	0	0	0	0	4	2	4	0	4	2	2	1	4	2	3	0	2	1	3	2	4	1	3	3	1	1	3	4	2	3	2	3
social science	psycholog	Psychology	2	0	0	0	1	0	1	1	4	3	3	3	3	3	3	1	3	3	1	0	1	3	1	1	4	3	3	3	3	1	2	1	2	1	1	3	3	1	1	1	3	2	2	3	3	2	1	1
social science	psycholog	Psychology	1	0	0	0	0	0	0	0	0	2	3	0	0	2	1	1	3	4	3	4	4	4	1	2	3	4	4	2	4	3	3	0	1	4	4	1	3	3	2	3	4	4	2	3	3	3	2	2
social science	psycholog	Psychology	4	0	0	3	0	0	0	0	2	2	3	3	2	1	1	0	0	0	1	0	0	0	0	0	4	4	4	2	4	2	3	3	0	0	1	0	0	0	3	0	3	3	3	3	0	4	3	2
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	2	2	2	2	2	3	3	0	3	4	4	4	2	4	2	3	1	0	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0
social science	polit	Political Science	4	0	0	1	0	2	1	1	2	2	3	3	3	1	3	1	0	3	2	1	4	3	4	2	3	4	4	4	4	1	4	3	2	3	3	0	3	3	3	1	2	3	3	3	3	3	3	3
social science	psycholog	psychology	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	2	3	4	3	4	0	0	1	4	3	0	4	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
social science	psycholog	psychology	1	2	1	1	2	1	2	1	1	3	3	3	1	3	1	3	2	1	2	3	2	2	3	1	4	3	3	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
social science	econom	Economics	4	2	2	4	0	4	1	2	4	4	4	4	4	4	4	3	2	4	4	4	2	4	4	4	4	4	4	4	4	2	4	3	3	3	4	2	4	3	2	3	1	1	2	0	3	1	2	1
social science	sociolog	Sociology	2	0	0	0	2	0	0	0	3	3	3	1	3	3	3	3	1	1	2	2	4	3	1	1	3	2	4	2	4	4	3	2	2	2	1	4	1	2	2	1	0	1	0	3	0	1	0	0
social science	econom	Economics 	2	2	2	1	0	1	4	0	4	4	3	4	4	4	4	4	4	4	2	1	3	2	1	1	4	4	4	4	4	2	4	3	2	2	4	2	3	4	4	0	2	0	2	1	2	2	2	3
social science	psycholog	psychology	4	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	2	0	0	0	0	4	2	0	4	4	4	4	4	2	2	2	2	2	2	2	2	2	0	0	0	2	2	0	2	0	0	2
social science	psycholog	psychology	0	0	0	1	0	0	0	0	3	3	3	3	3	3	3	0	3	2	2	2	2	4	1	2	1	3	3	2	3	2	1	2	0	1	2	2	0	1	1	0	0	0	1	0	0	1	0	0
social science	polit	Political Science	0	0	0	0	0	0	0	0	2	3	3	3	2	3	2	2	3	4	4	2	2	3	2	3	4	4	3	3	2	1	1	3	0	2	3	1	1	2	3	1	0	2	0	0	0	0	1	0
social science	psycholog	Psychology	1	2	0	1	1	2	0	3	2	2	2	0	1	2	1	3	1	1	4	1	1	3	1	4	1	1	0	1	0	0	1	0	0	0	2	0	3	1	1	3	1	1	0	2	2	1	0	1
social science	sociolog	sociology	2	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	3	2	4	4	4	3	2	2	3	2	1	3	4	1	1	0	3	2	3	3	4	0	2	1	3	2	2	0	2	2	1
social science	psycholog	psychology	0	0	3	0	0	2	0	0	3	4	4	2	2	2	2	4	2	3	4	4	4	4	4	4	2	1	4	4	3	1	3	3	3	0	1	2	1	0	1	0	0	0	2	2	0	0	0	0
social science	psycholog	Psychology 	4	4	2	4	3	4	4	4	4	4	4	4	4	4	2	4	1	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	3	3	4	3	4	3	3	4	0	3	4	3	2	4	2	2
social science	behavior	behavioral science	3	2	0	2	2	1	2	2	2	2	2	2	2	2	2	1	0	0	2	2	2	2	0	2	0	4	2	0	2	2	0	1	1	2	2	2	0	2	1	2	4	4	4	2	4	4	4	2
social science	counsel	counseling	0	0	0	1	0	1	0	0	2	2	1	1	1	1	1	0	2	2	3	1	2	3	0	2	4	3	4	0	4	3	3	3	2	1	1	0	3	1	1	1	3	1	3	3	3	4	3	4
social science	psycholog	Psychology	1	1	3	1	0	1	0	0	4	3	3	2	2	3	1	4	3	2	2	4	2	4	1	4	4	2	4	1	4	3	1	2	1	1	1	0	0	1	0	4	0	1	0	0	0	0	0	0
social science	psycholog	psychology	0	0	0	0	0	0	0	0	4	3	3	4	0	3	4	0	3	3	3	1	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
social science	psycholog	Psychology	4	0	0	3	0	0	0	0	4	4	3	4	4	4	3	4	1	3	3	2	3	3	4	3	4	3	4	3	4	2	4	2	0	0	3	0	0	0	3	4	0	0	0	0	2	3	1	0
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
social science	social	Social Science	2	2	2	1	0	1	0	1	2	3	3	2	0	2	2	3	1	2	3	2	1	1	2	3	3	3	3	3	2	2	2	2	3	2	3	2	3	1	2	2	0	2	0	0	0	0	0	1
social science	criminolog	criminology	1	0	0	0	0	0	0	0	0	4	3	0	0	2	0	4	0	4	1	0	0	0	0	0	2	0	4	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
social science	psycholog	Psychology	3	0	3	0	0	0	0	0	4	3	3	4	3	1	2	0	0	0	0	0	0	0	0	0	2	3	4	1	4	3	3	3	0	0	0	2	0	0	0	0	1	2	0	0	2	0	1	0
social science	psycholog	psychology	0	1	1	1	1	0	1	1	3	3	1	3	1	1	1	1	3	1	3	3	4	3	1	4	4	4	4	3	4	4	4	4	1	1	1	1	1	1	1	4	1	1	1	1	3	1	1	1
social science	psycholog	psychology	2	2	0	1	0	0	0	0	4	4	4	2	4	4	4	3	4	4	3	2	3	4	1	3	4	3	2	2	4	1	2	1	2	1	2	2	3	3	3	0	2	2	1	3	1	1	3	0
social science	psycholog	psychology	1	2	1	2	1	1	1	2	4	4	4	4	1	4	3	3	1	4	4	3	2	4	3	2	1	0	4	4	4	3	4	3	3	1	4	4	4	3	1	2	3	1	4	2	3	1	0	2
social science	psycholog	Psychology	2	2	0	3	0	2	2	1	3	4	4	2	4	4	3	0	1	3	2	2	2	3	2	3	2	4	1	4	4	3	2	1	1	3	2	2	2	2	1	2	2	1	1	1	0	2	0	0
social science	psycholog	Psychology 	0	0	0	0	0	0	0	0	3	3	3	2	2	3	2	0	0	0	3	2	4	2	0	2	2	3	2	0	3	3	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
social science	psycholog	psychology	0	2	1	3	1	3	2	2	4	2	1	3	3	1	2	1	3	3	1	3	3	1	4	3	4	3	4	4	4	1	2	3	1	0	3	2	1	1	2	3	0	0	1	1	0	2	1	0
social science	psycholog	psychology	2	0	2	1	0	1	1	0	3	2	1	2	1	1	0	1	4	3	3	4	4	4	4	3	3	2	3	2	3	2	3	4	2	3	1	1	3	1	2	3	2	2	3	2	0	1	1	1
social science	psycholog	psychology	3	2	1	3	3	3	3	2	2	2	1	2	2	1	2	1	1	1	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	2	3	3	3	4	3	3	3
social science	social	Science social	2	4	2	2	1	2	3	2	3	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	3	3	3	2	3	2	2	3	3	2	2	0	3	2	3	2	3	4	3	3	4	2	3	3
social science	social	Science social	3	2	3	2	0	1	2	1	2	2	2	2	2	1	0	1	2	2	2	2	3	1	1	2	3	3	2	3	2	0	1	1	4	1	3	0	3	1	1	1	4	3	4	3	4	2	3	4
social science	psycholog	Psychology	2	3	0	1	0	2	2	2	2	4	0	2	0	3	2	0	0	2	0	1	0	0	0	0	1	2	4	2	4	0	0	0	0	2	2	2	2	2	2	0	2	3	1	3	0	2	2	0
social science	psycholog	Psychology	2	0	2	3	1	2	3	0	3	3	2	3	3	3	3	1	1	2	4	1	3	2	1	3	3	4	4	2	3	3	2	1	0	0	1	1	2	2	0	3	0	2	2	1	2	4	0	2
social science	counsel psycholog	counselling and psychology	1	2	0	1	1	1	1	1	3	3	3	2	2	3	2	2	3	2	2	2	3	3	1	2	3	2	3	3	3	2	3	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1
social science	psycholog	Psychology	2	0	0	0	0	3	1	0	4	2	2	4	4	2	3	2	4	4	0	4	4	4	2	3	4	4	4	4	4	4	4	3	2	0	4	0	4	2	1	2	0	2	0	2	3	1	0	1
social science	psycholog	Psychology	0	0	0	0	0	0	0	0	4	3	3	2	3	0	3	0	0	2	0	0	0	0	0	0	0	3	2	0	4	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
social science	psycholog	Psychology	1	0	0	0	0	0	0	0	3	3	3	3	3	1	3	0	0	0	0	0	0	0	0	0	2	3	4	3	4	4	2	3	0	0	1	0	2	0	0	0	0	0	0	2	3	0	0	0
social science	psycholog	Psychology	1	1	0	0	0	1	0	1	2	4	3	2	3	3	1	0	4	4	3	3	1	4	1	4	4	4	4	3	4	4	4	3	0	1	2	3	3	2	4	4	2	0	0	3	0	0	2	0
social science	psycholog	Psychology	1	2	0	1	0	0	0	3	3	4	4	3	4	4	3	3	1	0	2	3	2	3	0	1	3	3	4	1	4	2	3	3	1	2	3	1	1	2	3	1	1	3	1	3	3	2	2	1
social science	psycholog	Psychology	2	2	0	2	1	3	2	3	4	3	3	3	3	3	2	1	1	2	0	1	3	3	0	1	3	2	4	1	4	0	1	3	2	1	3	0	3	1	4	1	2	1	2	3	3	2	3	1
social science	psycholog	psychology	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	1	1	1	1	4	2	1	2	2	4	4	1	4	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
social science	counsel	COUNSELING	0	0	0	0	0	0	0	0	2	3	3	2	2	4	2	0	3	2	0	3	3	3	0	2	4	4	3	3	4	4	4	3	0	0	3	3	3	4	4	3	2	2	2	3	3	2	2	2
social science	psycholog	Psychology	2	0	0	0	0	0	0	0	4	0	0	2	0	4	0	4	2	2	0	0	2	2	2	2	4	2	2	2	4	4	4	4	0	0	0	2	4	4	0	2	2	2	0	2	0	0	0	0
social science	psycholog	psychology	2	0	0	2	0	0	2	0	2	4	0	4	4	0	2	0	0	0	2	2	0	2	0	0	4	4	4	4	4	4	4	4	0	2	4	2	4	4	2	2	4	4	4	4	4	4	4	4
social science	psycholog	psychology	2	3	0	1	0	3	0	0	3	2	1	3	3	1	3	0	0	1	0	1	2	0	0	0	4	4	3	1	4	2	2	3	1	2	2	1	1	1	0	3	1	1	0	0	3	2	0	0
social science	psycholog	psychology	2	0	0	3	0	4	0	4	4	2	4	2	4	4	4	4	0	0	4	2	2	4	4	2	4	4	4	4	3	1	2	2	4	0	2	4	4	4	2	4	0	2	0	2	1	0	2	0
social science	psycholog	Psychology	2	2	1	2	1	1	1	0	3	1	1	3	3	3	3	1	2	2	2	3	2	2	2	2	4	3	3	3	4	2	3	2	2	2	0	2	2	3	3	1	1	1	1	2	1	1	2	1
social science	psycholog	psychology	2	0	0	0	0	0	0	0	4	4	4	4	2	4	0	4	0	2	2	4	2	2	2	4	4	4	4	4	4	4	2	2	4	0	0	2	0	0	4	2	3	0	0	0	2	2	0	0
social science	psycholog	psychology	2	2	3	2	2	1	2	0	2	3	2	3	2	3	0	0	2	3	2	3	3	4	2	0	3	4	3	4	4	3	3	1	3	1	2	2	4	3	0	2	2	2	2	2	0	1	0	1
social science	psycholog	Psychology 	3	1	3	0	0	0	2	1	3	4	3	3	3	3	2	3	1	3	3	3	2	3	3	3	4	3	4	4	4	4	3	3	1	1	3	3	3	3	0	3	1	1	1	2	0	1	1	1
social science	psycholog	Psychology 	0	0	0	0	0	0	0	0	0	2	1	2	1	1	1	1	0	1	0	2	1	1	1	0	4	3	1	1	3	1	2	1	3	2	2	0	4	2	3	2	0	0	0	0	0	1	0	0
social science	psycholog	psychology	0	1	1	3	0	3	1	0	3	4	4	4	4	1	3	0	0	1	3	4	3	4	4	0	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
social science	psycholog	Psychology	1	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	0	0	1	0	0	0	0	2	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	3	0	2
social science	psycholog	Psychology	2	0	0	0	0	0	1	0	3	3	2	4	2	0	2	1	3	4	4	4	2	2	4	4	2	4	4	4	4	4	4	4	1	4	3	4	3	4	3	3	3	0	2	2	0	1	3	1
social science	psycholog	Psychology	2	2	0	0	0	2	0	1	4	3	3	3	3	3	3	0	0	2	3	3	4	3	1	2	2	3	4	3	3	0	2	2	0	0	2	1	4	0	0	0	0	1	0	0	3	0	0	0
social science	behavior	Behavioral Science	1	2	1	1	1	1	1	1	4	3	3	3	3	3	3	1	4	3	2	3	3	2	3	3	4	4	4	3	4	4	4	3	1	1	3	3	3	3	1	3	2	2	1	1	2	2	1	1
social science	psycholog	Psychology 	4	2	1	4	1	2	2	3	4	4	4	4	4	4	4	4	1	1	2	2	2	4	1	2	4	4	4	4	4	2	3	4	4	1	2	1	2	2	3	2	2	2	4	2	4	4	2	2
social science	psycholog	Psychology	3	3	0	2	2	3	3	3	3	3	3	3	3	2	2	3	2	1	2	3	1	3	0	2	2	3	3	3	4	3	2	3	0	1	0	1	1	1	1	1	2	3	1	2	3	3	2	3
social science	econom	Economics	2	0	1	1	0	0	0	0	2	4	4	2	3	4	3	4	0	0	1	0	0	0	1	0	2	2	1	4	1	2	1	0	4	2	2	3	2	3	3	4	2	4	2	2	2	2	3	3
social science	psycholog	Psychology	4	0	0	2	0	2	2	0	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	3	4	4	2	4	4	3	4	4	4	4	4	4	4
social science	child develop	Child development 	0	0	0	0	0	0	0	0	1	3	1	0	0	3	0	0	0	1	4	0	1	0	0	1	0	3	0	1	3	4	4	0	0	3	1	0	2	4	2	4	0	0	0	0	0	0	0	0
